,dates,overall-ratings,work-balance-stars,carrer-opportunities-stars,comp-benefit-stars
58690,"Jul 7, 2013",3,3,2,3
57244,"Jul 7, 2014",3,4,4,4
57243,"Jul 7, 2014",4,5,3,4
57164,"Jul 7, 2014",5,4,4,5
57187,"Jul 7, 2014",5,4,4,5
55241,"Jul 7, 2015",3,2,4,5
55317,"Jul 7, 2015",4,5,5,5
55330,"Jul 7, 2015",4,none,none,none
55331,"Jul 7, 2015",4,5,4,3
55332,"Jul 7, 2015",4,3,4,4
55333,"Jul 7, 2015",4,1,4,4
55334,"Jul 7, 2015",4,3,4,4
55335,"Jul 7, 2015",4,5,3,4
65224,"Jul 7, 2015",4,2,4,3
65230,"Jul 7, 2015",4,2,4,3
55246,"Jul 7, 2015",5,none,none,none
55247,"Jul 7, 2015",5,5,5,5
55248,"Jul 7, 2015",5,2,3,3
65191,"Jul 7, 2015",5,1,2,4
64236,"Jul 7, 2016",3,3,5,5
53184,"Jul 7, 2016",4,5,5,5
64234,"Jul 7, 2016",4,4,4,4
51415,"Jul 7, 2017",3,4,3,5
63306,"Jul 7, 2017",3,3,3,3
63310,"Jul 7, 2017",3,3,3,3
51390,"Jul 7, 2017",4,2,4,5
51421,"Jul 7, 2017",4,3,4,5
51422,"Jul 7, 2017",4,2,3,5
51423,"Jul 7, 2017",4,4,3,3
50088,"Jul 7, 2018",3,3,3,3
50087,"Jul 7, 2018",4,5,3,2
50049,"Jul 7, 2018",5,3,5,5
61554,"Jul 8, 2008",3,3,3,3
60308,"Jul 8, 2011",4,5,4,4
60299,"Jul 8, 2011",5,4,4.5,4.5
59777,"Jul 8, 2012",3,4,5,4
58686,"Jul 8, 2013",4,5,4,4
58687,"Jul 8, 2013",4,4,4,4
58650,"Jul 8, 2013",5,5,3,4
57239,"Jul 8, 2014",2,2,3,4
57240,"Jul 8, 2014",3,none,none,none
57230,"Jul 8, 2014",4,4,3,4
57234,"Jul 8, 2014",4,4,3,2
57162,"Jul 8, 2014",5,5,5,5
55444,"Jul 8, 2015",1,1,2,2
55463,"Jul 8, 2015",1,none,none,none
55320,"Jul 8, 2015",3,1,4,4
55327,"Jul 8, 2015",3,2,2,3
65225,"Jul 8, 2015",3,3,1,4
55314,"Jul 8, 2015",4,3,4,5
65221,"Jul 8, 2015",4,1,3,4
65222,"Jul 8, 2015",4,4,4,4
53178,"Jul 8, 2016",4,4,4,5
64230,"Jul 8, 2016",4,4,none,5
53120,"Jul 8, 2016",5,4,5,5
51418,"Jul 8, 2017",3,2,4,5
51376,"Jul 8, 2017",5,5,4,5
63269,"Jul 8, 2017",5,4,4,4
63273,"Jul 8, 2017",5,4,4,4
62341,"Jul 8, 2018",4,4,4,4
62343,"Jul 8, 2018",4,5,4,4
50046,"Jul 8, 2018",5,5,5,4
61552,"Jul 9, 2008",3,2.5,3.5,4.5
61550,"Jul 9, 2008",4,5,4,4
61553,"Jul 9, 2008",4,4,3.5,3.5
61173,"Jul 9, 2009",4,5,3,4
60303,"Jul 9, 2011",3,3,4,4
59768,"Jul 9, 2012",2,2,3,4
58683,"Jul 9, 2013",4,4,4,4
58658,"Jul 9, 2013",5,4,4,5
57274,"Jul 9, 2014",1,3,1,4
57223,"Jul 9, 2014",4,5,3,4
57155,"Jul 9, 2014",5,3,5,5
55324,"Jul 9, 2015",2,4,1,3
55303,"Jul 9, 2015",3,5,3,5
55315,"Jul 9, 2015",3,4,2,3
55322,"Jul 9, 2015",4,3,4,5
55323,"Jul 9, 2015",4,4,4,4
55325,"Jul 9, 2015",4,5,4,4
65220,"Jul 9, 2015",4,5,3,3
64224,"Jul 9, 2016",3,3,3,3
53148,"Jul 9, 2016",4,1,1,4
53174,"Jul 9, 2016",4,4,3,4
53175,"Jul 9, 2016",4,4,3,3
64228,"Jul 9, 2016",4,4,3,4
64229,"Jul 9, 2016",4,none,none,none
63295,"Jul 9, 2017",3,2,3,4
51413,"Jul 9, 2017",4,2,2,3
51370,"Jul 9, 2017",5,5,5,3
63265,"Jul 9, 2017",5,5,5,5
63266,"Jul 9, 2017",5,4,4,4
63267,"Jul 9, 2017",5,none,none,none
63270,"Jul 9, 2017",5,3,5,3
63271,"Jul 9, 2017",5,5,5,5
50034,"Jul 9, 2018",5,5,5,5
50040,"Jul 9, 2018",5,5,3,5
62308,"Jul 9, 2018",5,5,5,5
62309,"Jul 9, 2018",5,5,5,5
61685,"Jun 1, 2008",5,5,4,4.5
61722,"Jun 1, 2008",5,5,5,5
61205,"Jun 1, 2009",4,4,4.5,4.5
58747,"Jun 1, 2013",5,3,5,4
55578,"Jun 1, 2015",3,2,3,5
55579,"Jun 1, 2015",3,2,4,4
55509,"Jun 1, 2015",4,4,3,3
55569,"Jun 1, 2015",4,3,3,3
55570,"Jun 1, 2015",4,4,4,4
55571,"Jun 1, 2015",4,3,3,5
55572,"Jun 1, 2015",4,4,5,5
55573,"Jun 1, 2015",4,4,3,3
55580,"Jun 1, 2015",4,3,4,5
55581,"Jun 1, 2015",4,3,3,3
65317,"Jun 1, 2015",4,5,5,3
55477,"Jun 1, 2015",5,1,3,2
55478,"Jun 1, 2015",5,5,5,5
55479,"Jun 1, 2015",5,none,none,none
55486,"Jun 1, 2015",5,2,4,4
65283,"Jun 1, 2015",5,3,5,5
65284,"Jun 1, 2015",5,4,5,5
53299,"Jun 1, 2016",3,2,2,1
53308,"Jun 1, 2016",3,none,none,none
53309,"Jun 1, 2016",3,3,4,4
53310,"Jun 1, 2016",3,none,none,none
53306,"Jun 1, 2016",4,4,2,1
64316,"Jun 1, 2016",4,4,3,4
53257,"Jun 1, 2016",5,4,5,4
53258,"Jun 1, 2016",5,5,5,5
53259,"Jun 1, 2016",5,5,5,5
51554,"Jun 1, 2017",2,1,1,3
51563,"Jun 1, 2017",4,none,none,none
51564,"Jun 1, 2017",4,5,4,4
63385,"Jun 1, 2017",4,none,none,none
51494,"Jun 1, 2017",5,5,5,5
51495,"Jun 1, 2017",5,5,4,4
63350,"Jun 1, 2017",5,4,2,5
50181,"Jun 1, 2018",2,none,none,none
50176,"Jun 1, 2018",3,5,4,4
62426,"Jun 1, 2018",4,4,3,3
50140,"Jun 1, 2018",5,4,5,4
61796,"Jun 10, 2008",2,4,2,3.5
61603,"Jun 10, 2008",5,5,4,4
60850,"Jun 10, 2010",2,3,1,3.5
58763,"Jun 10, 2013",3,2,2,5
58764,"Jun 10, 2013",3,2,3,3
58762,"Jun 10, 2013",4,4,5,5
58723,"Jun 10, 2013",5,none,none,none
57400,"Jun 10, 2014",1,3,1,1
55633,"Jun 10, 2015",1,1,1,1
55654,"Jun 10, 2015",1,3,2,3
55513,"Jun 10, 2015",2,1,3,4
55514,"Jun 10, 2015",2,2,3,3
55506,"Jun 10, 2015",3,3,3,4
55507,"Jun 10, 2015",3,none,none,none
65292,"Jun 10, 2015",3,4,3,2
55500,"Jun 10, 2015",4,4,3,3
55501,"Jun 10, 2015",4,4,5,4
55502,"Jun 10, 2015",4,3,3,3
55503,"Jun 10, 2015",4,2,5,5
55504,"Jun 10, 2015",4,none,none,none
55505,"Jun 10, 2015",4,5,4,4
55416,"Jun 10, 2015",5,5,5,5
55440,"Jun 10, 2015",5,none,none,none
65262,"Jun 10, 2015",5,4,5,4
53284,"Jun 10, 2016",2,none,none,none
64296,"Jun 10, 2016",3,4,4,4
53277,"Jun 10, 2016",4,3,4,4
53280,"Jun 10, 2016",4,3,4,4
64294,"Jun 10, 2016",4,1,4,4
64261,"Jun 10, 2016",5,none,none,none
51506,"Jun 10, 2017",3,3,3,4
51519,"Jun 10, 2017",4,3,5,5
51524,"Jun 10, 2017",4,4,4,4
51463,"Jun 10, 2017",5,5,4,5
62408,"Jun 10, 2018",2,none,none,none
62405,"Jun 10, 2018",3,3,3,3
50118,"Jun 10, 2018",5,none,none,none
50119,"Jun 10, 2018",5,3,5,4
50120,"Jun 10, 2018",5,none,none,none
61818,"Jun 11, 2008",1,2.5,2,3
61730,"Jun 11, 2008",2,4,2.5,2.5
61732,"Jun 11, 2008",2,3,4,4.5
61741,"Jun 11, 2008",2,3,2,4
61688,"Jun 11, 2008",3,3,3.5,4
61708,"Jun 11, 2008",3,2.5,1,3.5
61724,"Jun 11, 2008",3,2.5,2,4.5
61762,"Jun 11, 2008",3,3.5,3,3.5
61765,"Jun 11, 2008",3,4,2,4.5
61766,"Jun 11, 2008",3,3.5,4,4
61767,"Jun 11, 2008",3,3,3,3
61768,"Jun 11, 2008",3,4.5,2.5,2.5
61769,"Jun 11, 2008",3,3.5,4,4.5
61770,"Jun 11, 2008",3,4,2,4.5
61771,"Jun 11, 2008",3,3.5,4,4
61772,"Jun 11, 2008",3,3,3,3
61773,"Jun 11, 2008",3,4.5,2.5,2.5
61774,"Jun 11, 2008",3,3.5,4,4.5
61777,"Jun 11, 2008",3,4.5,3.5,4.5
61779,"Jun 11, 2008",3,2,2,4
61782,"Jun 11, 2008",3,1.5,3.5,3.5
61789,"Jun 11, 2008",3,3.5,3,3
61793,"Jun 11, 2008",3,3,3.5,3.5
61797,"Jun 11, 2008",3,3,3,3
61674,"Jun 11, 2008",4,4,4,4.5
61707,"Jun 11, 2008",4,5,3,4.5
61731,"Jun 11, 2008",4,4.5,3,4.5
61733,"Jun 11, 2008",4,4,4.5,4.5
61760,"Jun 11, 2008",4,5,5,4.5
61761,"Jun 11, 2008",4,5,4,4.5
61763,"Jun 11, 2008",4,4.5,3,4.5
61764,"Jun 11, 2008",4,5,4,4.5
61775,"Jun 11, 2008",4,4.5,4,4
61776,"Jun 11, 2008",4,2.5,4.5,5
61778,"Jun 11, 2008",4,4,5,4.5
61780,"Jun 11, 2008",4,2.5,3.5,4
61781,"Jun 11, 2008",4,5,5,4.5
61788,"Jun 11, 2008",4,5,3,4.5
61790,"Jun 11, 2008",4,4.5,5,3
61791,"Jun 11, 2008",4,4,3,3
61799,"Jun 11, 2008",4,4,4,3.5
61561,"Jun 11, 2008",5,5,5,4.5
61568,"Jun 11, 2008",5,5,5,5
61569,"Jun 11, 2008",5,5,3.5,4.5
61583,"Jun 11, 2008",5,4,5,4.5
61584,"Jun 11, 2008",5,4.5,5,5
61585,"Jun 11, 2008",5,4,4,4.5
61586,"Jun 11, 2008",5,4.5,5,3.5
61587,"Jun 11, 2008",5,5,5,4.5
61588,"Jun 11, 2008",5,5,5,4.5
61589,"Jun 11, 2008",5,5,5,4.5
61590,"Jun 11, 2008",5,4.5,5,5
61591,"Jun 11, 2008",5,5,5,5
61592,"Jun 11, 2008",5,5,5,4
61593,"Jun 11, 2008",5,5,4.5,5
61594,"Jun 11, 2008",5,5,5,5
61604,"Jun 11, 2008",5,5,5,5
61613,"Jun 11, 2008",5,5,5,5
61614,"Jun 11, 2008",5,4,5,5
61193,"Jun 11, 2009",4,5,4,3.5
59833,"Jun 11, 2012",4,3,5,5
59812,"Jun 11, 2012",5,5,3,5
58758,"Jun 11, 2013",4,3,3,3
58759,"Jun 11, 2013",4,5,3,3
58760,"Jun 11, 2013",4,5,3,3
57317,"Jun 11, 2014",3,2,5,4
57318,"Jun 11, 2014",3,4,1,4
57319,"Jun 11, 2014",3,2,2,4
57320,"Jun 11, 2014",3,5,3,4
57328,"Jun 11, 2014",4,5,4,5
57263,"Jun 11, 2014",5,5,5,5
57275,"Jun 11, 2014",5,4,5,4
65285,"Jun 11, 2015",2,1,1,2
55498,"Jun 11, 2015",3,3,4,5
65286,"Jun 11, 2015",4,4,4,4
65260,"Jun 11, 2015",5,2,5,5
53252,"Jun 11, 2016",3,1,3,3
53274,"Jun 11, 2016",4,none,none,none
64291,"Jun 11, 2016",4,1,5,5
63332,"Jun 11, 2017",5,5,5,5
63335,"Jun 11, 2017",5,5,4,5
50214,"Jun 11, 2018",1,none,none,none
62364,"Jun 11, 2018",2,3,4,3
50143,"Jun 11, 2018",4,2,4,3
62403,"Jun 11, 2018",4,1,3,3
62373,"Jun 11, 2018",5,3,5,5
61813,"Jun 12, 2008",1,2,1,2.5
61817,"Jun 12, 2008",1,5,1,4.5
61734,"Jun 12, 2008",2,4,1.5,3.5
61735,"Jun 12, 2008",2,4.5,3,3
61736,"Jun 12, 2008",2,4,2,4
61745,"Jun 12, 2008",2,4.5,4,3
61753,"Jun 12, 2008",2,3,2.5,3.5
61758,"Jun 12, 2008",2,3.5,1,3.5
61689,"Jun 12, 2008",3,3.5,4,4
61742,"Jun 12, 2008",3,3,3,3
61744,"Jun 12, 2008",3,4,3,4
61754,"Jun 12, 2008",3,3,3,3
61755,"Jun 12, 2008",3,4,3.5,5
61756,"Jun 12, 2008",3,5,4,4
61783,"Jun 12, 2008",3,2,4,4.5
61784,"Jun 12, 2008",3,3,3,3
61786,"Jun 12, 2008",3,3,3,4
61675,"Jun 12, 2008",4,2.5,3.5,4
61698,"Jun 12, 2008",4,5,4,3.5
61718,"Jun 12, 2008",4,4.5,4.5,4.5
61720,"Jun 12, 2008",4,4.5,4.5,4.5
61743,"Jun 12, 2008",4,4,4.5,4.5
61746,"Jun 12, 2008",4,4.5,3.5,4.5
61747,"Jun 12, 2008",4,3.5,4,3.5
61748,"Jun 12, 2008",4,3,4,5
61749,"Jun 12, 2008",4,5,5,5
61750,"Jun 12, 2008",4,3.5,4,3.5
61751,"Jun 12, 2008",4,3,4,5
61752,"Jun 12, 2008",4,5,5,5
61757,"Jun 12, 2008",4,4.5,4,4
61785,"Jun 12, 2008",4,4.5,4,4.5
61558,"Jun 12, 2008",5,5,5,5
61579,"Jun 12, 2008",5,4.5,2.5,5
61580,"Jun 12, 2008",5,4,4,4.5
61581,"Jun 12, 2008",5,4,3,4.5
61595,"Jun 12, 2008",5,5,5,4.5
61596,"Jun 12, 2008",5,5,5,5
61597,"Jun 12, 2008",5,3.5,5,4.5
61627,"Jun 12, 2008",5,5,4.5,5
61628,"Jun 12, 2008",5,4.5,4,4.5
61629,"Jun 12, 2008",5,3.5,5,4.5
61630,"Jun 12, 2008",5,5,4.5,4.5
61631,"Jun 12, 2008",5,5,5,5
61632,"Jun 12, 2008",5,4.5,5,4.5
61634,"Jun 12, 2008",5,5,4.5,5
61192,"Jun 12, 2009",4,5,4,4.5
59824,"Jun 12, 2012",4,3,5,4
59825,"Jun 12, 2012",4,4,3,4
58754,"Jun 12, 2013",2,2,3,3
58761,"Jun 12, 2013",2,none,none,none
58755,"Jun 12, 2013",3,none,none,none
57326,"Jun 12, 2014",3,4,3,3
57265,"Jun 12, 2014",4,5,4,5
57324,"Jun 12, 2014",4,5,4,5
57325,"Jun 12, 2014",4,5,4,3
57271,"Jun 12, 2014",5,4,5,5
55495,"Jun 12, 2015",4,4,3,3
65289,"Jun 12, 2015",4,3,5,3
65257,"Jun 12, 2015",5,5,5,5
64285,"Jun 12, 2016",4,none,none,none
64286,"Jun 12, 2016",4,none,none,none
53185,"Jun 12, 2016",5,5,4,4
64255,"Jun 12, 2016",5,5,3,5
51516,"Jun 12, 2017",3,4,4,5
63361,"Jun 12, 2017",3,none,none,none
51512,"Jun 12, 2017",4,none,none,none
51513,"Jun 12, 2017",4,4,4,5
51514,"Jun 12, 2017",4,none,none,none
51515,"Jun 12, 2017",4,4,4,4
51518,"Jun 12, 2017",4,5,4,5
51456,"Jun 12, 2017",5,5,5,5
51457,"Jun 12, 2017",5,none,none,none
51458,"Jun 12, 2017",5,5,4,4
62392,"Jun 12, 2018",3,3,2,3
50147,"Jun 12, 2018",4,4,4,4
50109,"Jun 12, 2018",5,4,5,3
62374,"Jun 12, 2018",5,3,4,3
61680,"Jun 13, 2008",2,3.5,1.5,3.5
61706,"Jun 13, 2008",2,4,1.5,4
61737,"Jun 13, 2008",3,5,3.5,4
61738,"Jun 13, 2008",4,5,4,5
61759,"Jun 13, 2008",4,4,4,4
61573,"Jun 13, 2008",5,5,5,5
61574,"Jun 13, 2008",5,5,5,5
61575,"Jun 13, 2008",5,4,4.5,4
61576,"Jun 13, 2008",5,4.5,4,4
61191,"Jun 13, 2009",4,5,4,4.5
58751,"Jun 13, 2013",3,4,3,4
58752,"Jun 13, 2013",3,3,3,4
57314,"Jun 13, 2014",2,1,2,3
57315,"Jun 13, 2014",2,2,4,4
57316,"Jun 13, 2014",4,4,3,4
55492,"Jun 13, 2015",3,4,3,4
55491,"Jun 13, 2015",4,2,4,3
55365,"Jun 13, 2015",5,5,4,4
55396,"Jun 13, 2015",5,3,4,4
55397,"Jun 13, 2015",5,4,3,4
65251,"Jun 13, 2015",5,3,4,5
65252,"Jun 13, 2015",5,2,4,3
64283,"Jun 13, 2016",3,4,3,3
64280,"Jun 13, 2016",4,3,5,4
64281,"Jun 13, 2016",4,5,3,4
64287,"Jun 13, 2016",4,2,1,3
53214,"Jun 13, 2016",5,5,4,3
53215,"Jun 13, 2016",5,4,3,4
51590,"Jun 13, 2017",1,1,1,3
63359,"Jun 13, 2017",2,4,2,5
51509,"Jun 13, 2017",3,3,4,3
51507,"Jun 13, 2017",4,3,5,5
63358,"Jun 13, 2017",4,5,3,5
63360,"Jun 13, 2017",4,3,4,4
51451,"Jun 13, 2017",5,4,3,4
51452,"Jun 13, 2017",5,5,4,5
63328,"Jun 13, 2017",5,4,4,4
62447,"Jun 13, 2018",1,1,1,1
50107,"Jun 13, 2018",5,5,5,2
62359,"Jun 13, 2018",5,5,5,5
61727,"Jun 14, 2008",3,4,2,2.5
61729,"Jun 14, 2008",3,4,3.5,4.5
61725,"Jun 14, 2008",4,4.5,3.5,4.5
61726,"Jun 14, 2008",4,3.5,4.5,5
61728,"Jun 14, 2008",4,5,4,3.5
61739,"Jun 14, 2008",4,4.5,3.5,4.5
61599,"Jun 14, 2008",5,5,5,5
61601,"Jun 14, 2008",5,5,5,5
61188,"Jun 14, 2009",4,4,5,5
61189,"Jun 14, 2009",4,4,4,4
61190,"Jun 14, 2009",4,4,4,4
60848,"Jun 14, 2010",2,4,1.5,4
60825,"Jun 14, 2010",5,5,4,4.5
60333,"Jun 14, 2011",4,5,4,2.5
59810,"Jun 14, 2012",3,2,3,5
59822,"Jun 14, 2012",4,3,5,4
59796,"Jun 14, 2012",5,5,5,5
58739,"Jun 14, 2013",3,5,2,3
58713,"Jun 14, 2013",5,5,5,3
58714,"Jun 14, 2013",5,4,5,5
57321,"Jun 14, 2014",3,2,3,3
57305,"Jun 14, 2014",4,none,none,none
57311,"Jun 14, 2014",4,3,3,4
57312,"Jun 14, 2014",4,4,4,4
55467,"Jun 14, 2015",4,5,4,4
53342,"Jun 14, 2016",1,4,1,2
53351,"Jun 14, 2016",1,1,1,2
53269,"Jun 14, 2016",3,3,2,4
53270,"Jun 14, 2016",3,none,none,none
53264,"Jun 14, 2016",4,5,2,4
53265,"Jun 14, 2016",4,2,4,4
53266,"Jun 14, 2016",4,5,4,3
53207,"Jun 14, 2016",5,4,5,5
51508,"Jun 14, 2017",2,2,2,5
51505,"Jun 14, 2017",4,4,4,4
63355,"Jun 14, 2017",4,5,4,4
63356,"Jun 14, 2017",4,4,4,3
63357,"Jun 14, 2017",4,2,3,4
50144,"Jun 14, 2018",3,4,4,3
62395,"Jun 14, 2018",4,3,2,4
62396,"Jun 14, 2018",4,4,4,4
62397,"Jun 14, 2018",4,4,5,4
62398,"Jun 14, 2018",4,none,none,none
50112,"Jun 14, 2018",5,5,5,5
62365,"Jun 14, 2018",5,2,4,4
62366,"Jun 14, 2018",5,none,none,none
62367,"Jun 14, 2018",5,5,5,none
61710,"Jun 15, 2008",3,5,2,3.5
61740,"Jun 15, 2008",3,3.5,2.5,3.5
61794,"Jun 15, 2008",3,3.5,3,3
61709,"Jun 15, 2008",4,4.5,4.5,4
61711,"Jun 15, 2008",4,4.5,3.5,4
61712,"Jun 15, 2008",4,4,3,4
61713,"Jun 15, 2008",4,4,4,4
61566,"Jun 15, 2008",5,5,5,4.5
61610,"Jun 15, 2008",5,5,5,4.5
61611,"Jun 15, 2008",5,4,3.5,3.5
61612,"Jun 15, 2008",5,4,4.5,4.5
60847,"Jun 15, 2010",3,4,3,3
60845,"Jun 15, 2010",4,4,3,3.5
59819,"Jun 15, 2012",4,5,5,5
58748,"Jun 15, 2013",4,2,4,4
57310,"Jun 15, 2014",3,2,4,3
55611,"Jun 15, 2015",1,1,1,2
55460,"Jun 15, 2015",2,3,2,3
55413,"Jun 15, 2015",3,4,2,4
55481,"Jun 15, 2015",4,3,5,5
65281,"Jun 15, 2015",4,4,4,5
55379,"Jun 15, 2015",5,none,5,none
55390,"Jun 15, 2015",5,5,5,4
55391,"Jun 15, 2015",5,4,3,4
65243,"Jun 15, 2015",5,none,none,none
65250,"Jun 15, 2015",5,none,none,none
53249,"Jun 15, 2016",4,2,3,2
53260,"Jun 15, 2016",4,none,none,none
53261,"Jun 15, 2016",4,none,none,none
53267,"Jun 15, 2016",4,1,5,5
53268,"Jun 15, 2016",4,4,4,4
64249,"Jun 15, 2016",5,3,4,5
64250,"Jun 15, 2016",5,3,4,5
51501,"Jun 15, 2017",3,1,3,5
51503,"Jun 15, 2017",3,5,3,2
51504,"Jun 15, 2017",3,2,2,4
63353,"Jun 15, 2017",3,4,4,3
63351,"Jun 15, 2017",4,1,2,5
63352,"Jun 15, 2017",4,3,3,4
51443,"Jun 15, 2017",5,4,3,5
63322,"Jun 15, 2017",5,5,5,5
63323,"Jun 15, 2017",5,5,5,5
50142,"Jun 15, 2018",3,3,2,3
62393,"Jun 15, 2018",4,4,5,4
62394,"Jun 15, 2018",4,4,4,4
62362,"Jun 15, 2018",5,4,4,4
62363,"Jun 15, 2018",5,3,none,5
61687,"Jun 16, 2008",2,1.5,4,4.5
61719,"Jun 16, 2008",2,4,4,4
61721,"Jun 16, 2008",2,4,4,4
61703,"Jun 16, 2008",3,2.5,3,2.5
61704,"Jun 16, 2008",3,5,2,3.5
61705,"Jun 16, 2008",3,3,3,4
61636,"Jun 16, 2008",4,5,5,3
61653,"Jun 16, 2008",4,4.5,5,3
61699,"Jun 16, 2008",4,2.5,3,3.5
61700,"Jun 16, 2008",4,4.5,4,4.5
61701,"Jun 16, 2008",4,5,4,4.5
61702,"Jun 16, 2008",4,4,4,4.5
61714,"Jun 16, 2008",4,4,4,4.5
61715,"Jun 16, 2008",4,3.5,4,4.5
61716,"Jun 16, 2008",4,4.5,4,4
61564,"Jun 16, 2008",5,4.5,5,5
61565,"Jun 16, 2008",5,4,4,5
61578,"Jun 16, 2008",5,5,5,4.5
61606,"Jun 16, 2008",5,5,5,5
61607,"Jun 16, 2008",5,4.5,4.5,4.5
61608,"Jun 16, 2008",5,4,5,4
61609,"Jun 16, 2008",5,5,5,4
61185,"Jun 16, 2009",2,2.5,2.5,4.5
60844,"Jun 16, 2010",3,4,2.5,3
60849,"Jun 16, 2010",4,4,5,4
60819,"Jun 16, 2010",5,4.5,5,5
60329,"Jun 16, 2011",2,4,3.5,2.5
60332,"Jun 16, 2011",4,4,3.5,3
59811,"Jun 16, 2012",3,5,3,4
59801,"Jun 16, 2012",5,3,4,5
58744,"Jun 16, 2013",4,3,5,4
58745,"Jun 16, 2013",4,3,4,3
58749,"Jun 16, 2013",4,4,4,4
58707,"Jun 16, 2013",5,4,5,5
57303,"Jun 16, 2014",2,1,3,2
57309,"Jun 16, 2014",2,2,3,2
57307,"Jun 16, 2014",4,5,4,5
57257,"Jun 16, 2014",5,3,5,5
65332,"Jun 16, 2015",1,1,1,1
55482,"Jun 16, 2015",2,1,3,5
55450,"Jun 16, 2015",4,none,none,none
55474,"Jun 16, 2015",4,4,2,5
55475,"Jun 16, 2015",4,5,4,4
55476,"Jun 16, 2015",4,4,4,5
65263,"Jun 16, 2015",4,5,5,5
65246,"Jun 16, 2015",5,3,4,4
53244,"Jun 16, 2016",4,none,3,3
53255,"Jun 16, 2016",4,3,3,4
53256,"Jun 16, 2016",4,3,3,3
64276,"Jun 16, 2016",4,1,4,5
51502,"Jun 16, 2017",3,3,2,4
63349,"Jun 16, 2017",4,1,4,4
63320,"Jun 16, 2017",5,none,none,none
62390,"Jun 16, 2018",3,1,2,3
62344,"Jun 16, 2018",5,2,5,3
62360,"Jun 16, 2018",5,5,3,3
61805,"Jun 17, 2008",1,2,2,3
61806,"Jun 17, 2008",1,5,3,2.5
61681,"Jun 17, 2008",2,1,2.5,3
61682,"Jun 17, 2008",2,2,2,4
61640,"Jun 17, 2008",3,3.5,3,3.5
61676,"Jun 17, 2008",3,4,3,2
61684,"Jun 17, 2008",3,4,3,2
61690,"Jun 17, 2008",3,2.5,2,3.5
61692,"Jun 17, 2008",3,3,3,3
61670,"Jun 17, 2008",4,5,5,4.5
61671,"Jun 17, 2008",4,4.5,5,4.5
61672,"Jun 17, 2008",4,4,4,4
61691,"Jun 17, 2008",4,4,4,5
61693,"Jun 17, 2008",4,4,4,4
61694,"Jun 17, 2008",4,4,4,4
61695,"Jun 17, 2008",4,4,4,4
61696,"Jun 17, 2008",4,3.5,3.5,4.5
61697,"Jun 17, 2008",4,5,4,4
61571,"Jun 17, 2008",5,5,4,5
60842,"Jun 17, 2010",3,3.5,2,4
60843,"Jun 17, 2010",3,4,2.5,4.5
60325,"Jun 17, 2011",3,5,4,4
59798,"Jun 17, 2012",3,4,3,4
58746,"Jun 17, 2013",2,2,3,3
58731,"Jun 17, 2013",3,1,3,4
58742,"Jun 17, 2013",3,4,2,3
58741,"Jun 17, 2013",4,3,5,5
58708,"Jun 17, 2013",5,4,5,4
57268,"Jun 17, 2014",5,4,5,5
55469,"Jun 17, 2015",3,2,4,5
55470,"Jun 17, 2015",3,3,3,5
65280,"Jun 17, 2015",3,1,2,4
55429,"Jun 17, 2015",4,none,none,none
55430,"Jun 17, 2015",4,none,none,none
55465,"Jun 17, 2015",4,3,4,4
65278,"Jun 17, 2015",4,4,4,3
65279,"Jun 17, 2015",4,5,3,4
55343,"Jun 17, 2015",5,4,5,4
55344,"Jun 17, 2015",5,1,5,5
55360,"Jun 17, 2015",5,5,5,5
55361,"Jun 17, 2015",5,1,5,5
65244,"Jun 17, 2015",5,5,4,4
53246,"Jun 17, 2016",2,1,2,4
53253,"Jun 17, 2016",3,4,2,3
53251,"Jun 17, 2016",4,none,none,none
63348,"Jun 17, 2017",3,none,none,none
51497,"Jun 17, 2017",4,3,3,5
51498,"Jun 17, 2017",4,4,4,4
51499,"Jun 17, 2017",4,3,3,3
51440,"Jun 17, 2017",5,none,none,none
63319,"Jun 17, 2017",5,2,5,3
62386,"Jun 17, 2018",4,4,3,5
50108,"Jun 17, 2018",5,5,5,5
61663,"Jun 18, 2008",2,2.5,2.5,3
61673,"Jun 18, 2008",2,4,4,4
61683,"Jun 18, 2008",2,4,1,3
61665,"Jun 18, 2008",3,3,4,3.5
61666,"Jun 18, 2008",3,3.5,2,2
61667,"Jun 18, 2008",3,3,3,3
61668,"Jun 18, 2008",3,4,2,3.5
61658,"Jun 18, 2008",4,5,3,4.5
61659,"Jun 18, 2008",4,4,4,4
61660,"Jun 18, 2008",4,4,4,4
61661,"Jun 18, 2008",4,4,4,4
61662,"Jun 18, 2008",4,4,4,4.5
61567,"Jun 18, 2008",5,5,5,4.5
60838,"Jun 18, 2010",4,3.5,1.5,4.5
60326,"Jun 18, 2011",3,3,4,3.5
60331,"Jun 18, 2011",4,2.5,4,4.5
59803,"Jun 18, 2012",3,1,4,5
59804,"Jun 18, 2012",3,5,5,5
59815,"Jun 18, 2012",4,4,5,3
59816,"Jun 18, 2012",4,3,2,3
59818,"Jun 18, 2012",4,5,4,4
58794,"Jun 18, 2013",1,4,1,4
58740,"Jun 18, 2013",3,3,2,4
58738,"Jun 18, 2013",4,5,5,5
58700,"Jun 18, 2013",5,none,none,none
58703,"Jun 18, 2013",5,5,5,4
57302,"Jun 18, 2014",2,3,1,4
57304,"Jun 18, 2014",3,4,2,3
57308,"Jun 18, 2014",4,4,4,4
